This is how the energy of a primary e- is divided between:
   xHII           heat     	Ly_alpha	   ion H          ion He         continuum
 0.000100	 0.162580	 0.322660	 0.354960	 0.016320	 0.143480
 0.000150	 0.176747	 0.315214	 0.351333	 0.019040	 0.137666
 0.000200	 0.187287	 0.301811	 0.364933	 0.016320	 0.129649
 0.000300	 0.194653	 0.298833	 0.356773	 0.018133	 0.131607
 0.000500	 0.206213	 0.290890	 0.363573	 0.014053	 0.125270
 0.001000	 0.239533	 0.278729	 0.348160	 0.013147	 0.120431
 0.001500	 0.252567	 0.274509	 0.337733	 0.014960	 0.120231
 0.002000	 0.276480	 0.266070	 0.321413	 0.018587	 0.117450
 0.003000	 0.307873	 0.241250	 0.333653	 0.014053	 0.103170
 0.005000	 0.355133	 0.227599	 0.303733	 0.015413	 0.098121
 0.010000	 0.439227	 0.197815	 0.258853	 0.016320	 0.087785
 0.015000	 0.475947	 0.193348	 0.235280	 0.015413	 0.080012
 0.020000	 0.526833	 0.169769	 0.222133	 0.011333	 0.069931
 0.030000	 0.594267	 0.146190	 0.184507	 0.014507	 0.060530
 0.050000	 0.681533	 0.113427	 0.148693	 0.009973	 0.046373
 0.100000	 0.799513	 0.067014	 0.097467	 0.006800	 0.029206
 0.150000	 0.842467	 0.056838	 0.070267	 0.004987	 0.025442
 0.200000	 0.887687	 0.036982	 0.056213	 0.004080	 0.015038
 0.300000	 0.922027	 0.026061	 0.036720	 0.003173	 0.012019
 0.500000	 0.969967	 0.010673	 0.012240	 0.003173	 0.003947
 0.700000	 0.983000	 0.005709	 0.006347	 0.001813	 0.003131
 0.800000	 0.990253	 0.003227	 0.004533	 0.000453	 0.001533
 0.900000	 0.994673	 0.001241	 0.003627	 0.000000	 0.000459
 0.950000	 0.997960	 0.000496	 0.001360	 0.000000	 0.000184
 0.990000	 0.998753	 0.000248	 0.000000	 0.000907	 0.000092
 1.000000	 1.000000	 0.000000	 0.000000	 0.000000	 0.000000
