This is how the energy of a primary e- is divided between:
   xHII           heat     	Ly_alpha	   ion H          ion He         continuum
 0.000100	 0.305493	 0.311491	 0.236187	 0.001360	 0.145469
 0.000150	 0.314560	 0.304293	 0.236640	 0.001360	 0.143147
 0.000200	 0.317847	 0.296599	 0.2457065	 0.000907	 0.1389405
 0.000300	 0.335300	 0.292876	 0.232107	 0.000453	 0.139264
 0.000500	 0.3626135	 0.285430	 0.2221335	 0.001813	 0.128010
 0.001000	 0.427100	 0.261106	 0.185867	 0.000453	 0.125474
 0.001500	 0.485467	 0.2213935	 0.1885865	 0.000907	 0.103646
 0.002000	 0.519920	 0.212459	 0.163200	 0.001360	 0.103061
 0.003000	 0.588487	 0.182427	 0.140080	 0.000453	 0.088553
 0.005000	 0.652747	 0.158352	 0.116053	 0.000000	 0.072848
 0.010000	 0.780360	 0.095557	 0.081600	 0.000000	 0.042483
 0.015000	 0.834647	 0.076197	 0.053040	 0.000453	 0.035663
 0.020000	 0.873407	 0.050881	 0.051680	 0.000453	 0.023579
 0.030000	 0.915453	 0.033259	 0.034907	 0.000000	 0.016381
 0.050000	 0.946960	 0.026309	 0.014960	 0.000000	 0.011771
 0.100000	 0.973820	 0.011169	 0.009520	 0.000000	 0.005491
 0.150000	 0.981073	 0.008935	 0.004987	 0.000000	 0.005005
 0.200000	 0.985720	 0.005957	 0.005440	 0.000000	 0.002883
 0.300000	 0.991160	 0.004468	 0.002720	 0.000000	 0.001652
 0.500000	 0.997280	 0.000993	 0.001360	 0.000000	 0.000367
 0.700000	 0.998527	 0.000745	 0.000453	 0.000000	 0.000275
 0.800000	 0.997960	 0.000496	 0.001360	 0.000000	 0.000184
 0.900000	 0.999207	 0.000248	 0.000453	 0.000000	 0.000092
 0.950000	 1.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.990000	 1.000000	 0.000000	 0.000000	 0.000000	 0.000000
 1.000000	 1.000000	 0.000000	 0.000000	 0.000000	 0.000000
