This is how the energy of a primary e- is divided between:
   xHII           heat     	Ly_alpha	   ion H          ion He         continuum
 0.000100	 0.182742	 0.326805	 0.335376	 0.010336	 0.144741
 0.000150	 0.192330	 0.324720	 0.328848	 0.011152	 0.142950
 0.000200	 0.204094	 0.310870	 0.336328	 0.010064	 0.138644
 0.000300	 0.214872	 0.312658	 0.325720	 0.008568	 0.138182
 0.000500	 0.239794	 0.295308	 0.322592	 0.011560	 0.130746
 0.001000	 0.284436	 0.272300	 0.308856	 0.013192	 0.121216
 0.001500	 0.307556	 0.261801	 0.305048	 0.009792	 0.115803
 0.002000	 0.333804	 0.252419	 0.291720	 0.009928	 0.112129
 0.003000	 0.371272	 0.240133	 0.278528	 0.006664	 0.103402
 0.005000	 0.430296	 0.215860	 0.252416	 0.008024	 0.093404
 0.010000	 0.529406	 0.174981	 0.211888	 0.007072	 0.076653
 0.015000	 0.599650	 0.150781	 0.178160	 0.007072	 0.064336
 0.020000	 0.641266	 0.135666	 0.159664	 0.005168	 0.058236
 0.030000	 0.713482	 0.101787	 0.135320	 0.005032	 0.044379
 0.050000	 0.787738	 0.078704	 0.095336	 0.004216	 0.034006
 0.100000	 0.881034	 0.043634	 0.055080	 0.001360	 0.018892
 0.150000	 0.918026	 0.029263	 0.039304	 0.001360	 0.012047
 0.200000	 0.936012	 0.023083	 0.030192	 0.000952	 0.009761
 0.300000	 0.961716	 0.013998	 0.016864	 0.001224	 0.006198
 0.500000	 0.982558	 0.006776	 0.007208	 0.000544	 0.002914
 0.700000	 0.992214	 0.002532	 0.003672	 0.000544	 0.001038
 0.800000	 0.996328	 0.001713	 0.001088	 0.000136	 0.000735
 0.900000	 0.996634	 0.000968	 0.001360	 0.000680	 0.000358
 0.950000	 0.998300	 0.000447	 0.000816	 0.000272	 0.000165
 0.990000	 0.999592	 0.000000	 0.000272	 0.000136	 0.000000
 1.000000	 1.000000	 0.000000	 0.000000	 0.000000	 0.000000
