This is how the energy of a primary e- is divided between:
   xHII           heat     	Ly_alpha	   ion H          ion He         continuum
 0.000100	 0.206100	 0.334449	 0.298747	 0.006573	 0.154130
 0.000150	 0.220890	 0.316827	 0.310760	 0.004760	 0.146763
 0.000200	 0.226387	 0.318441	 0.304867	 0.006347	 0.143959
 0.000300	 0.246390	 0.307147	 0.300787	 0.007933	 0.137742
 0.000500	 0.269453	 0.298957	 0.288547	 0.006800	 0.136243
 0.001000	 0.323683	 0.274757	 0.276533	 0.004533	 0.120493
 0.001500	 0.348050	 0.265202	 0.259760	 0.006800	 0.120188
 0.002000	 0.386187	 0.240506	 0.256133	 0.005440	 0.111734
 0.003000	 0.433333	 0.216679	 0.246387	 0.006120	 0.097481
 0.005000	 0.505980	 0.190990	 0.213520	 0.002720	 0.086790
 0.010000	 0.605317	 0.157235	 0.165467	 0.004307	 0.067675
 0.015000	 0.674960	 0.127202	 0.138947	 0.002493	 0.056397
 0.020000	 0.731060	 0.104989	 0.113787	 0.004533	 0.045631
 0.030000	 0.790843	 0.083395	 0.088627	 0.002040	 0.035095
 0.050000	 0.857597	 0.053735	 0.064373	 0.000680	 0.023615
 0.100000	 0.924747	 0.029288	 0.032187	 0.000907	 0.012872
 0.150000	 0.952627	 0.017374	 0.020627	 0.000907	 0.008466
 0.200000	 0.961070	 0.014023	 0.017907	 0.000453	 0.006547
 0.300000	 0.977673	 0.008935	 0.009520	 0.000227	 0.003645
 0.500000	 0.989403	 0.003227	 0.005213	 0.000453	 0.001703
 0.700000	 0.995240	 0.001365	 0.002720	 0.000000	 0.000675
 0.800000	 0.997280	 0.000869	 0.001133	 0.000227	 0.000491
 0.900000	 0.999433	 0.000248	 0.000227	 0.000000	 0.000092
 0.950000	 0.999207	 0.000248	 0.000453	 0.000000	 0.000092
 0.990000	 0.999547	 0.000000	 0.000227	 0.000227	 0.000000
 1.000000	 1.000000	 0.000000	 0.000000	 0.000000	 0.000000
