# This is how the energy of a primary e- is divided between: 
#   xHII 	 heat 		 Ly_alpha 	 ion H 		 ion He 	 continuum 
0.0001000	 0.3153906	 0.4678914	 0.0000000	 0.0000000	 0.2167181
0.0001500	 0.3639880	 0.4334116	 0.0000000	 0.0000000	 0.2026003
0.0002000	 0.4168136	 0.3991722	 0.0000000	 0.0000000	 0.1840142
0.0003000	 0.5042902	 0.3399188	 0.0000000	 0.0000000	 0.1557910
0.0005000	 0.6281282	 0.2541875	 0.0000000	 0.0000000	 0.1176843
0.0010000	 0.7709684	 0.1567706	 0.0000000	 0.0000000	 0.0722610
0.0015000	 0.8392824	 0.1102783	 0.0000000	 0.0000000	 0.0504393
0.0020000	 0.8683795	 0.0909111	 0.0000000	 0.0000000	 0.0407093
0.0030000	 0.9078467	 0.0639161	 0.0000000	 0.0000000	 0.0282371
0.0050000	 0.9445075	 0.0385397	 0.0000000	 0.0000000	 0.0169528
0.0100000	 0.9696037	 0.0208056	 0.0000000	 0.0000000	 0.0095907
0.0150000	 0.9798778	 0.0137844	 0.0000000	 0.0000000	 0.0063378
0.0200000	 0.9842569	 0.0109603	 0.0000000	 0.0000000	 0.0047829
0.0300000	 0.9906001	 0.0065426	 0.0000000	 0.0000000	 0.0028573
0.0500000	 0.9932227	 0.0047349	 0.0000000	 0.0000000	 0.0020424
0.1000000	 0.9969394	 0.0020214	 0.0000000	 0.0000000	 0.0010392
0.1500000	 0.9985419	 0.0010111	 0.0000000	 0.0000000	 0.0004470
0.2000000	 0.9986890	 0.0009040	 0.0000000	 0.0000000	 0.0004070
0.3000000	 0.9990529	 0.0006381	 0.0000000	 0.0000000	 0.0003090
0.5000000	 0.9997085	 0.0002125	 0.0000000	 0.0000000	 0.0000790
0.7000000	 0.9997085	 0.0002130	 0.0000000	 0.0000000	 0.0000785
0.8000000	 0.9999270	 0.0000530	 0.0000000	 0.0000000	 0.0000200
0.9000000	 1.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000
0.9500000	 0.9999270	 0.0000530	 0.0000000	 0.0000000	 0.0000200
0.9900000	 1.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000
1.0000000	 1.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000
