This is how the energy of a primary e- is divided between:
   xHII           heat     	Ly_alpha	   ion H          ion He         continuum
 0.000100	 0.151880	 0.323526	 0.358025	 0.024367	 0.142202
 0.000150	 0.160032	 0.318364	 0.357322	 0.024271	 0.140011
 0.000200	 0.166448	 0.314137	 0.357748	 0.023682	 0.137985
 0.000300	 0.174825	 0.308840	 0.356705	 0.023397	 0.136233
 0.000500	 0.188520	 0.302591	 0.351837	 0.023737	 0.133317
 0.001000	 0.210027	 0.291280	 0.347235	 0.023134	 0.128324
 0.001500	 0.227378	 0.283561	 0.341741	 0.023251	 0.124068
 0.002000	 0.239299	 0.277326	 0.339039	 0.022989	 0.121348
 0.003000	 0.258912	 0.269481	 0.330063	 0.023415	 0.118130
 0.005000	 0.289871	 0.256105	 0.319138	 0.023029	 0.111856
 0.010000	 0.338316	 0.238304	 0.298461	 0.021302	 0.103617
 0.015000	 0.375245	 0.223162	 0.283283	 0.020681	 0.097628
 0.020000	 0.406691	 0.211407	 0.269942	 0.019842	 0.092118
 0.030000	 0.458621	 0.192119	 0.246949	 0.018550	 0.083760
 0.050000	 0.531628	 0.165741	 0.213991	 0.016601	 0.072038
 0.100000	 0.654816	 0.121705	 0.157239	 0.012852	 0.053388
 0.150000	 0.730423	 0.094922	 0.122513	 0.010744	 0.041398
 0.200000	 0.781084	 0.077433	 0.098904	 0.008903	 0.033675
 0.300000	 0.849031	 0.052273	 0.068363	 0.007317	 0.023016
 0.500000	 0.923644	 0.026168	 0.033964	 0.004914	 0.011310
 0.700000	 0.962459	 0.012144	 0.016320	 0.003813	 0.005264
 0.800000	 0.975679	 0.007178	 0.010386	 0.003640	 0.003117
 0.900000	 0.987026	 0.003234	 0.005100	 0.003223	 0.001417
 0.950000	 0.991516	 0.001685	 0.003114	 0.002956	 0.000729
 0.990000	 0.995299	 0.000290	 0.001369	 0.002924	 0.000118
 1.000000	 1.000000	 0.000000	 0.000000	 0.000000	 0.000000
